obs,Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Month,Duration,Campaign,Previous,poutcome,Y
21787,42,housemaid,married,primary,no,1371,no,no,unknown,jun,125,8,0,unknown,0
21788,46,management,married,secondary,no,10,yes,no,cellular,jul,122,7,0,unknown,0
21789,58,unemployed,single,tertiary,no,2094,no,no,cellular,jun,161,2,0,unknown,0
21790,41,admin.,divorced,secondary,no,-106,yes,no,unknown,jun,134,3,0,unknown,0
21791,41,admin.,divorced,secondary,no,4,yes,no,cellular,feb,232,1,1,failure,0
21792,29,blue-collar,single,secondary,no,322,no,no,unknown,jun,434,1,6,other,1
21793,33,blue-collar,single,secondary,no,-84,no,no,cellular,jul,506,3,0,unknown,0
21794,27,admin.,single,secondary,no,240,yes,yes,unknown,jun,46,1,0,unknown,0
21795,37,services,single,secondary,no,54,yes,no,cellular,nov,328,2,1,failure,0
21796,45,unknown,married,unknown,no,2834,no,no,cellular,aug,112,1,0,unknown,0
21797,40,blue-collar,married,primary,no,2635,yes,no,unknown,jun,20,21,0,unknown,0
21798,38,unemployed,single,secondary,no,223,yes,no,cellular,jul,698,4,0,unknown,0
21799,34,admin.,married,tertiary,no,899,yes,no,telephone,nov,377,3,4,success,0
21800,35,technician,single,secondary,no,23,yes,no,unknown,jun,113,2,0,unknown,0
21801,43,management,married,tertiary,no,-69,yes,no,unknown,may,48,2,0,unknown,0
21802,50,management,married,tertiary,no,1622,yes,yes,cellular,jul,58,11,0,unknown,0
21803,32,technician,married,primary,no,62,yes,yes,unknown,may,120,1,0,unknown,0
21804,28,blue-collar,married,primary,no,32,yes,no,unknown,may,218,1,0,unknown,0
21805,40,self-employed,divorced,tertiary,no,4647,yes,no,telephone,may,330,2,0,unknown,0
21806,41,blue-collar,married,primary,no,2007,yes,no,cellular,jan,419,1,0,unknown,0
21807,45,management,divorced,secondary,no,51,yes,no,cellular,jul,67,8,0,unknown,0
21808,35,admin.,single,secondary,no,847,yes,no,cellular,may,85,2,0,unknown,0
21809,26,management,single,tertiary,no,-3,no,no,cellular,apr,1022,2,0,unknown,1
21810,42,technician,married,unknown,no,1559,no,no,cellular,apr,368,1,0,unknown,1
21811,41,admin.,married,secondary,yes,-120,no,no,cellular,aug,76,4,0,unknown,0
21812,32,technician,single,tertiary,no,449,no,no,cellular,aug,231,2,0,unknown,0
21813,26,blue-collar,single,secondary,no,100,yes,no,unknown,may,24,1,0,unknown,0
21814,26,services,single,tertiary,no,1140,yes,no,cellular,feb,984,2,0,unknown,1
21815,32,services,married,secondary,no,255,yes,yes,unknown,may,86,2,0,unknown,0
21816,58,retired,divorced,primary,no,593,no,yes,unknown,jun,204,2,0,unknown,0
21817,49,technician,divorced,secondary,no,0,yes,no,cellular,feb,283,3,0,unknown,0
21818,47,management,married,primary,no,1675,yes,no,cellular,feb,38,3,0,unknown,0
21819,49,technician,married,tertiary,no,279,yes,no,unknown,may,168,4,0,unknown,0
21820,49,management,married,primary,no,363,no,no,cellular,feb,160,2,0,unknown,0
21821,32,admin.,single,secondary,no,6981,yes,no,cellular,jun,154,1,3,failure,0
21822,57,retired,married,unknown,no,316,yes,no,unknown,jun,72,8,0,unknown,0
21823,32,blue-collar,single,primary,no,121,yes,no,cellular,nov,758,1,0,unknown,1
21824,37,blue-collar,married,secondary,no,398,yes,no,unknown,may,206,1,0,unknown,0
21825,33,services,married,secondary,no,1697,no,no,cellular,nov,179,1,0,unknown,1
21826,45,blue-collar,married,primary,no,0,yes,no,cellular,jul,137,1,0,unknown,0
21827,46,technician,divorced,secondary,no,387,yes,yes,cellular,apr,298,1,0,unknown,0
21828,38,technician,married,tertiary,no,0,no,no,cellular,aug,82,6,0,unknown,0
21829,51,technician,married,tertiary,no,0,no,no,cellular,may,662,2,2,success,1
21830,47,housemaid,married,primary,no,97,no,yes,telephone,nov,109,1,0,unknown,0
21831,34,technician,married,secondary,no,1035,no,no,cellular,aug,1374,10,0,unknown,1
21832,41,admin.,married,secondary,no,1672,yes,no,cellular,jul,148,1,0,unknown,0
21833,58,unemployed,married,secondary,no,687,yes,no,cellular,aug,221,1,2,success,1
21834,51,management,divorced,secondary,no,-35,yes,no,cellular,may,498,1,5,failure,0
21835,28,management,single,tertiary,no,6817,yes,no,cellular,feb,154,4,0,unknown,0
21836,60,admin.,married,unknown,no,4629,yes,no,cellular,oct,624,1,0,unknown,1
21837,29,technician,single,secondary,no,120,no,no,cellular,feb,110,3,0,unknown,0
21838,32,technician,married,secondary,no,4174,yes,no,unknown,may,314,2,0,unknown,0
21839,38,blue-collar,single,tertiary,no,797,yes,no,unknown,jun,124,4,0,unknown,0
21840,28,technician,single,secondary,no,34,yes,no,unknown,may,136,4,0,unknown,0
21841,26,unemployed,single,tertiary,no,521,no,no,cellular,feb,123,3,0,unknown,0
21842,39,services,married,secondary,no,1970,yes,no,unknown,jun,30,1,2,success,0
21843,31,technician,married,tertiary,no,6525,yes,no,cellular,jul,169,1,0,unknown,0
21844,31,admin.,married,secondary,no,-106,yes,no,cellular,feb,258,4,0,unknown,0
21845,39,admin.,divorced,secondary,no,2679,yes,yes,unknown,may,811,1,0,unknown,0
21846,35,management,single,tertiary,no,250,no,no,unknown,jun,92,2,0,unknown,0
21847,34,technician,single,secondary,no,6053,yes,no,unknown,jun,26,5,0,unknown,0
21848,48,management,married,secondary,no,11146,no,no,unknown,jun,136,1,0,unknown,0
21849,28,admin.,single,secondary,no,1238,yes,no,unknown,may,252,2,0,unknown,0
21850,34,self-employed,married,tertiary,no,0,no,no,cellular,aug,117,4,0,unknown,0
21851,49,blue-collar,married,primary,no,23,yes,no,unknown,may,247,1,0,unknown,0
21852,29,management,married,tertiary,no,900,no,no,cellular,jul,275,2,0,unknown,0
21853,42,management,divorced,tertiary,no,238,no,no,cellular,sep,692,1,0,unknown,1
21854,55,technician,divorced,tertiary,no,0,no,no,cellular,aug,237,1,0,unknown,1
21855,36,management,married,tertiary,no,128,no,no,cellular,jul,733,1,0,unknown,0
21856,53,blue-collar,married,primary,no,241,yes,no,cellular,apr,1410,1,2,failure,0
21857,37,technician,single,tertiary,no,-1,yes,no,cellular,feb,223,2,7,other,0
21858,44,entrepreneur,married,secondary,no,168,no,no,unknown,jun,167,2,0,unknown,0
21859,33,technician,single,secondary,no,422,no,no,cellular,aug,289,2,0,unknown,0
21860,52,management,married,secondary,no,5601,no,no,cellular,aug,46,1,0,unknown,0
21861,55,retired,married,secondary,no,971,no,yes,cellular,jul,154,1,0,unknown,0
21862,50,management,divorced,tertiary,no,405,no,no,cellular,apr,82,6,0,unknown,0
21863,33,management,single,tertiary,no,20,no,no,cellular,aug,329,2,0,unknown,0
21864,57,management,married,tertiary,no,1287,yes,no,cellular,apr,180,2,0,unknown,0
21865,25,blue-collar,single,secondary,no,0,yes,no,unknown,may,30,2,0,unknown,0
21866,47,management,married,unknown,no,641,no,no,cellular,nov,501,3,0,unknown,0
21867,52,blue-collar,married,secondary,no,26,yes,no,cellular,may,191,2,1,failure,0
21868,53,technician,married,secondary,no,56,yes,yes,unknown,may,152,2,0,unknown,0
21869,34,blue-collar,married,secondary,no,7,yes,yes,cellular,feb,171,2,2,other,0
21870,33,services,married,primary,no,908,yes,yes,cellular,jul,184,2,0,unknown,0
21871,49,management,married,tertiary,no,488,yes,no,cellular,feb,110,2,0,unknown,0
21872,44,management,married,tertiary,no,1383,no,no,cellular,aug,243,12,0,unknown,0
21873,41,admin.,married,secondary,no,21515,yes,no,unknown,jun,87,1,0,unknown,0
21874,47,services,married,secondary,no,837,yes,yes,unknown,may,136,1,0,unknown,0
21875,35,technician,single,secondary,no,144,no,no,cellular,jul,163,2,0,unknown,0
21876,32,student,single,unknown,no,2321,no,no,cellular,mar,167,2,0,unknown,0
21877,27,services,single,secondary,no,230,no,no,unknown,jul,5,1,0,unknown,0
21878,55,management,divorced,secondary,no,394,no,no,unknown,jun,119,3,0,unknown,0
21879,45,management,married,tertiary,no,2671,no,no,cellular,aug,94,4,0,unknown,1
21880,34,technician,single,secondary,no,18777,yes,no,cellular,nov,535,1,0,unknown,0
21881,33,admin.,married,secondary,no,4902,yes,no,cellular,nov,110,1,0,unknown,0
21882,39,management,married,tertiary,no,1425,yes,no,cellular,may,775,3,0,unknown,1
21883,33,blue-collar,married,primary,no,120,yes,no,unknown,may,250,1,0,unknown,0
21884,30,technician,divorced,tertiary,no,33,yes,no,cellular,may,87,3,0,unknown,0
21885,42,services,divorced,unknown,no,651,no,no,unknown,jun,61,1,0,unknown,0
21886,63,management,married,tertiary,no,3115,no,no,cellular,nov,432,5,0,unknown,1
21887,54,technician,married,secondary,no,965,no,no,cellular,aug,345,4,0,unknown,0
21888,44,management,divorced,tertiary,no,0,no,no,cellular,aug,70,10,0,unknown,0
21889,37,self-employed,married,tertiary,no,865,yes,yes,cellular,jul,332,1,0,unknown,0
21890,33,unemployed,married,primary,no,574,yes,no,cellular,apr,334,2,0,unknown,0
21891,32,technician,single,tertiary,no,4665,yes,no,unknown,may,860,2,0,unknown,1
21892,31,management,single,tertiary,no,12569,no,no,cellular,sep,344,1,1,failure,1
21893,34,admin.,single,secondary,no,66,yes,no,unknown,may,237,1,0,unknown,0
21894,41,management,married,tertiary,no,1495,yes,no,cellular,nov,210,2,0,unknown,0
21895,50,blue-collar,married,unknown,no,123,yes,no,cellular,aug,276,2,0,unknown,0
21896,54,technician,married,secondary,no,7252,no,no,unknown,may,139,2,0,unknown,0
21897,26,student,single,secondary,no,91,yes,no,unknown,may,174,2,0,unknown,0
21898,43,technician,single,secondary,no,59,yes,no,unknown,jun,107,19,0,unknown,0
21899,63,retired,married,unknown,no,538,no,no,cellular,aug,373,2,0,unknown,0
21900,35,admin.,married,tertiary,no,690,no,no,cellular,apr,131,2,1,failure,0
21901,28,management,single,secondary,no,265,yes,no,cellular,jul,194,2,0,unknown,0
21902,41,self-employed,married,unknown,no,1377,yes,no,cellular,may,111,4,2,other,0
21903,37,blue-collar,married,secondary,no,-251,yes,no,cellular,may,146,3,1,failure,0
21904,50,management,divorced,tertiary,no,0,no,no,cellular,aug,57,3,0,unknown,0
21905,50,blue-collar,married,secondary,no,616,yes,no,cellular,aug,439,6,0,unknown,0
21906,27,student,single,tertiary,no,0,no,no,cellular,mar,82,3,0,unknown,1
21907,37,admin.,single,secondary,no,781,no,no,cellular,aug,75,1,0,unknown,0
21908,37,blue-collar,married,secondary,no,408,yes,no,telephone,feb,28,9,0,unknown,0
21909,26,services,single,secondary,yes,0,no,yes,cellular,jul,240,10,0,unknown,0
21910,33,admin.,married,unknown,no,2780,no,no,cellular,nov,485,1,0,unknown,1
21911,49,technician,married,secondary,no,4772,no,no,cellular,aug,157,3,0,unknown,0
21912,48,services,married,secondary,no,2739,no,no,telephone,jul,173,4,0,unknown,0
21913,35,entrepreneur,single,primary,no,5,no,no,cellular,nov,140,3,0,unknown,0
21914,39,management,married,tertiary,no,1241,yes,no,cellular,jun,138,2,0,unknown,0
21915,39,management,married,tertiary,no,1795,no,no,cellular,aug,922,7,0,unknown,1
21916,27,management,single,tertiary,no,72,yes,no,cellular,jul,131,7,0,unknown,0
21917,55,technician,married,primary,no,202,no,yes,unknown,jun,60,1,0,unknown,0
21918,28,admin.,married,secondary,no,1119,yes,no,cellular,may,74,1,0,unknown,0
21919,59,unemployed,married,secondary,no,309,no,no,cellular,jan,300,1,0,unknown,0
21920,29,unemployed,single,tertiary,no,7,no,no,cellular,may,51,1,1,failure,0
21921,45,technician,married,secondary,no,3241,no,no,cellular,aug,84,2,0,unknown,0
21922,30,housemaid,single,secondary,no,1924,no,no,cellular,feb,170,1,0,unknown,0
21923,52,blue-collar,married,primary,no,230,yes,no,cellular,may,198,2,2,failure,0
21924,31,technician,married,secondary,no,0,no,yes,cellular,jul,624,6,0,unknown,0
21925,53,self-employed,married,secondary,no,534,yes,no,cellular,jul,115,4,0,unknown,0
21926,35,admin.,single,secondary,no,-133,yes,no,cellular,may,546,3,0,unknown,0
21927,34,technician,married,unknown,no,12,yes,no,cellular,jul,504,2,0,unknown,0
21928,40,technician,married,tertiary,no,483,yes,no,unknown,may,168,1,0,unknown,0
21929,40,services,married,secondary,no,10406,no,no,cellular,nov,348,2,4,other,0
21930,45,blue-collar,married,secondary,no,1583,yes,no,cellular,aug,84,7,0,unknown,0
21931,49,unemployed,divorced,secondary,no,66,no,no,cellular,jul,218,3,0,unknown,0
21932,50,technician,married,primary,no,-315,no,yes,cellular,jul,173,1,0,unknown,0
21933,70,housemaid,divorced,primary,no,1311,no,no,cellular,aug,651,1,0,unknown,1
21934,58,management,married,tertiary,no,1517,yes,no,telephone,jul,7,5,0,unknown,0
21935,28,management,single,tertiary,no,266,no,no,cellular,feb,108,1,0,unknown,0
21936,31,technician,single,unknown,no,187,no,no,cellular,jul,86,1,0,unknown,0
21937,40,technician,married,secondary,no,657,yes,no,cellular,nov,178,1,2,failure,0
21938,35,technician,married,secondary,no,1,no,no,cellular,feb,215,2,0,unknown,0
21939,27,management,single,tertiary,no,218,yes,no,cellular,may,876,1,0,unknown,0
21940,50,blue-collar,married,secondary,no,1984,yes,no,telephone,nov,212,3,0,unknown,0
21941,30,management,single,tertiary,no,115,no,no,cellular,aug,154,2,0,unknown,0
21942,62,self-employed,married,tertiary,no,3685,no,no,cellular,feb,181,3,0,unknown,0
21943,49,entrepreneur,married,secondary,no,348,yes,no,unknown,may,139,2,0,unknown,0
21944,37,entrepreneur,divorced,secondary,no,14,no,no,unknown,jun,22,1,0,unknown,0
21945,59,retired,married,secondary,no,385,no,yes,telephone,aug,365,2,0,unknown,0
21946,52,management,married,primary,no,0,no,no,unknown,jun,85,3,0,unknown,0
21947,46,technician,married,unknown,no,3308,no,no,cellular,oct,171,1,2,success,1
21948,27,admin.,single,tertiary,no,138,no,no,cellular,jun,89,2,0,unknown,1
21949,34,technician,married,secondary,no,883,no,no,telephone,feb,166,2,3,failure,0
21950,57,blue-collar,married,primary,no,403,yes,no,telephone,feb,63,2,0,unknown,0
21951,32,technician,single,secondary,no,129,yes,no,cellular,may,213,1,0,unknown,0
21952,39,technician,married,secondary,no,1986,no,no,cellular,aug,217,6,0,unknown,0
21953,39,blue-collar,married,unknown,no,18,no,no,cellular,jul,75,3,0,unknown,0
21954,29,technician,single,secondary,no,316,yes,yes,unknown,may,211,1,0,unknown,0
21955,36,blue-collar,married,primary,no,23,yes,no,unknown,may,400,2,0,unknown,0
21956,35,self-employed,married,secondary,no,2762,yes,no,cellular,apr,682,3,1,other,0
21957,59,retired,married,primary,no,0,no,no,cellular,aug,66,2,0,unknown,0
21958,45,management,married,tertiary,no,1323,yes,no,cellular,nov,550,1,0,unknown,0
21959,29,management,married,tertiary,no,5698,no,no,cellular,jul,198,1,0,unknown,0
21960,41,blue-collar,married,secondary,no,167,no,no,unknown,jun,48,1,0,unknown,0
21961,34,technician,married,tertiary,no,0,no,no,cellular,aug,68,4,0,unknown,0
21962,32,technician,single,tertiary,no,6284,no,no,cellular,aug,167,8,0,unknown,0
21963,39,housemaid,married,primary,no,-106,yes,yes,cellular,may,1114,2,0,unknown,0
21964,40,blue-collar,married,secondary,no,273,yes,no,unknown,jun,1082,1,0,unknown,0
21965,33,technician,divorced,secondary,no,7,yes,yes,unknown,may,87,1,0,unknown,0
21966,48,technician,single,secondary,no,309,no,no,cellular,aug,190,2,0,unknown,0
21967,40,self-employed,married,secondary,no,2,no,no,cellular,aug,197,5,0,unknown,0
21968,45,management,married,tertiary,no,1033,yes,no,cellular,may,177,1,1,failure,0
21969,42,blue-collar,divorced,primary,no,301,yes,no,cellular,jul,1175,2,0,unknown,1
21970,54,self-employed,married,tertiary,no,269,yes,no,cellular,jul,81,3,0,unknown,0
21971,31,blue-collar,single,secondary,no,-4,yes,no,cellular,may,110,1,0,unknown,0
21972,43,blue-collar,married,primary,yes,1202,no,no,unknown,may,295,1,0,unknown,0
21973,33,management,married,tertiary,no,1138,no,no,cellular,aug,73,4,0,unknown,0
21974,29,management,single,tertiary,no,600,yes,no,cellular,oct,170,5,0,unknown,0
21975,30,management,single,tertiary,no,355,yes,no,cellular,may,153,2,0,unknown,0
21976,35,services,married,unknown,no,0,no,no,unknown,jun,229,7,0,unknown,0
21977,30,management,married,tertiary,no,6432,yes,no,cellular,nov,206,2,3,other,0
21978,57,housemaid,married,primary,no,501,yes,yes,cellular,feb,105,7,2,failure,0
21979,27,management,single,secondary,no,0,yes,no,cellular,may,239,1,0,unknown,0
21980,47,services,married,primary,no,0,yes,no,cellular,aug,226,1,0,unknown,0
21981,38,blue-collar,single,primary,no,490,yes,yes,unknown,aug,17,1,0,unknown,0
21982,49,blue-collar,married,primary,no,216,yes,no,unknown,may,144,2,0,unknown,0
21983,39,blue-collar,married,primary,no,118,no,no,cellular,feb,906,1,0,unknown,1
21984,56,blue-collar,married,secondary,no,2409,no,no,unknown,jun,173,2,0,unknown,0
21985,52,technician,married,secondary,no,83,no,no,telephone,jul,135,3,0,unknown,0
21986,56,services,married,unknown,no,628,no,no,cellular,aug,96,2,0,unknown,0
21987,36,blue-collar,married,secondary,no,362,yes,no,unknown,may,274,2,0,unknown,0
21988,29,housemaid,married,tertiary,no,96,yes,no,cellular,may,226,1,0,unknown,0
21989,40,blue-collar,married,primary,no,328,yes,no,cellular,may,112,1,0,unknown,0
21990,52,blue-collar,married,primary,no,320,yes,no,cellular,feb,306,3,4,other,0
21991,33,technician,married,secondary,no,0,yes,no,unknown,may,432,1,0,unknown,0
21992,35,services,married,secondary,no,819,yes,no,telephone,jul,102,14,0,unknown,0
21993,35,management,single,tertiary,no,123,yes,no,unknown,may,83,3,0,unknown,0
21994,53,services,married,secondary,no,1378,yes,no,cellular,jul,91,2,0,unknown,0
21995,38,blue-collar,divorced,secondary,no,226,yes,no,cellular,may,167,4,0,unknown,0
21996,41,blue-collar,married,secondary,no,629,yes,yes,unknown,may,208,2,0,unknown,0
21997,30,management,single,tertiary,no,234,yes,no,cellular,nov,206,1,2,failure,0
21998,29,admin.,single,secondary,no,260,yes,no,cellular,feb,453,2,2,failure,0
21999,42,blue-collar,married,secondary,no,494,no,no,unknown,jun,154,2,0,unknown,0
22000,56,admin.,divorced,secondary,no,778,yes,no,unknown,may,149,2,0,unknown,0
22001,39,blue-collar,married,secondary,no,263,yes,no,cellular,nov,365,1,0,unknown,0
22002,34,management,married,tertiary,no,2032,no,no,cellular,aug,103,12,0,unknown,0
22003,54,management,married,secondary,no,2203,yes,no,telephone,nov,151,1,0,unknown,0
22004,35,entrepreneur,single,tertiary,no,3302,yes,yes,cellular,may,207,3,0,unknown,0
22005,41,blue-collar,married,secondary,no,440,yes,no,cellular,may,523,1,2,failure,0
22006,31,services,married,secondary,no,28,yes,no,unknown,may,101,1,0,unknown,0
22007,34,management,married,tertiary,no,1240,yes,no,cellular,nov,102,1,0,unknown,0
22008,59,retired,married,primary,no,56,no,no,cellular,aug,432,5,0,unknown,0
22009,46,technician,divorced,secondary,no,-90,no,yes,telephone,oct,270,1,0,unknown,1
22010,55,blue-collar,divorced,secondary,no,-152,yes,no,cellular,may,36,3,0,unknown,0
22011,31,management,married,tertiary,no,60,no,no,cellular,aug,302,2,0,unknown,0
22012,44,unemployed,married,secondary,no,2756,no,no,cellular,mar,57,4,0,unknown,0
22013,57,services,divorced,secondary,no,4664,no,no,cellular,jul,103,1,0,unknown,0
22014,33,technician,single,secondary,no,719,yes,no,cellular,apr,448,2,6,failure,1
22015,36,technician,married,tertiary,no,521,no,no,cellular,oct,347,3,0,unknown,1
22016,54,retired,married,primary,no,208,no,no,unknown,may,255,1,0,unknown,0
22017,34,management,single,tertiary,no,-281,no,no,cellular,aug,56,6,0,unknown,0
22018,36,blue-collar,married,secondary,no,-406,yes,yes,unknown,may,104,3,0,unknown,0
22019,34,services,married,secondary,no,254,yes,no,cellular,jul,276,2,0,unknown,0
22020,41,management,single,tertiary,no,256,yes,no,unknown,jun,140,6,0,unknown,0
22021,38,blue-collar,married,secondary,no,-388,yes,no,unknown,may,412,1,0,unknown,0
22022,43,management,married,tertiary,no,1,no,no,cellular,aug,239,4,0,unknown,0
22023,25,blue-collar,single,unknown,no,431,yes,no,cellular,apr,493,1,12,failure,0
22024,34,technician,married,secondary,no,50,no,no,cellular,aug,106,3,0,unknown,0
22025,29,management,single,tertiary,no,985,yes,no,cellular,jul,396,2,0,unknown,1
22026,46,management,married,tertiary,no,2817,no,no,cellular,sep,543,1,0,unknown,1
22027,29,admin.,married,tertiary,no,26,yes,no,unknown,may,45,1,0,unknown,0
22028,36,management,single,tertiary,no,-38,yes,no,unknown,may,784,1,0,unknown,0
22029,22,services,married,secondary,no,14,yes,yes,unknown,may,56,1,0,unknown,0
22030,36,technician,divorced,secondary,no,3158,yes,no,cellular,jun,144,2,0,unknown,1
22031,58,blue-collar,married,secondary,no,0,no,yes,cellular,apr,101,5,0,unknown,0
22032,56,management,married,secondary,no,230,no,no,unknown,may,73,4,0,unknown,0
22033,47,technician,married,secondary,no,636,no,no,cellular,aug,416,2,0,unknown,0
22034,42,admin.,divorced,secondary,no,153,yes,no,unknown,may,844,1,0,unknown,1
22035,47,blue-collar,married,secondary,no,235,yes,no,cellular,may,121,1,0,unknown,0
22036,54,management,married,tertiary,no,1303,no,no,cellular,feb,1635,1,0,unknown,1
22037,24,admin.,married,secondary,no,0,yes,no,cellular,apr,284,1,0,unknown,0
22038,33,services,divorced,secondary,no,2411,yes,no,cellular,oct,130,1,1,failure,1
22039,35,management,married,tertiary,no,787,no,no,cellular,nov,49,1,0,unknown,0
22040,29,blue-collar,married,secondary,no,275,yes,no,cellular,may,180,1,0,unknown,0
22041,44,technician,divorced,secondary,no,26,no,no,telephone,jul,190,1,0,unknown,0
22042,27,technician,single,tertiary,no,401,no,no,cellular,aug,218,3,2,success,1
22043,35,blue-collar,married,secondary,no,6411,yes,yes,cellular,jan,144,1,2,failure,0
22044,54,blue-collar,divorced,primary,no,2062,yes,no,unknown,may,438,2,0,unknown,0
22045,51,self-employed,married,tertiary,no,146,no,no,cellular,nov,150,2,3,failure,0
22046,30,blue-collar,single,unknown,no,194,yes,no,unknown,may,410,1,0,unknown,0
22047,60,retired,divorced,primary,no,-137,yes,no,cellular,jul,152,1,0,unknown,0
22048,48,technician,married,secondary,no,505,yes,no,cellular,may,113,2,0,unknown,0
22049,38,blue-collar,married,primary,no,0,yes,yes,unknown,may,165,2,0,unknown,0
22050,37,blue-collar,married,secondary,no,0,no,no,cellular,jul,1150,1,0,unknown,0
22051,41,admin.,divorced,secondary,no,270,yes,no,unknown,may,222,1,0,unknown,0
22052,23,student,single,tertiary,no,250,yes,no,unknown,may,166,2,0,unknown,0
22053,26,student,single,tertiary,no,2,no,no,cellular,aug,121,1,2,failure,0
22054,36,admin.,single,secondary,no,115,no,no,cellular,feb,225,1,0,unknown,0
22055,35,blue-collar,married,secondary,no,262,no,no,cellular,jul,96,2,4,success,0
22056,59,technician,married,secondary,no,-247,yes,no,unknown,may,131,1,0,unknown,0
22057,51,management,divorced,tertiary,no,-227,yes,no,cellular,may,404,1,0,unknown,0
22058,40,admin.,married,secondary,no,419,yes,yes,cellular,may,92,1,1,failure,0
22059,39,blue-collar,married,primary,no,264,yes,yes,cellular,jan,32,1,0,unknown,0
22060,53,management,married,tertiary,no,3366,no,no,cellular,jul,128,2,0,unknown,0
22061,47,management,married,tertiary,no,-1379,yes,no,unknown,may,114,3,0,unknown,0
22062,42,blue-collar,married,primary,no,1556,no,yes,cellular,jul,113,1,0,unknown,0
22063,30,admin.,single,secondary,no,43,yes,no,cellular,may,91,1,2,failure,0
22064,24,admin.,single,secondary,no,1295,no,no,cellular,apr,476,1,0,unknown,1
22065,38,technician,married,secondary,no,27,yes,no,unknown,jun,404,4,0,unknown,0
22066,38,technician,single,tertiary,no,1727,no,no,telephone,oct,182,2,0,unknown,0
22067,56,entrepreneur,married,tertiary,no,21,no,no,cellular,jul,118,3,0,unknown,0
22068,71,retired,married,tertiary,no,3895,no,no,cellular,aug,116,1,0,unknown,0
22069,36,blue-collar,married,secondary,no,141,yes,no,unknown,may,106,3,0,unknown,0
22070,40,housemaid,divorced,primary,no,2610,yes,no,unknown,may,301,3,0,unknown,0
22071,42,blue-collar,married,secondary,no,-336,yes,no,cellular,may,318,3,2,failure,0
22072,38,unemployed,married,tertiary,no,201,no,no,cellular,feb,209,1,0,unknown,0
22073,37,management,single,tertiary,no,1572,no,no,cellular,aug,90,6,0,unknown,0
22074,55,blue-collar,married,primary,no,2384,no,yes,telephone,aug,331,20,0,unknown,0
22075,43,blue-collar,married,primary,no,-101,yes,no,unknown,may,122,4,0,unknown,0
22076,47,services,married,unknown,no,11,no,no,cellular,aug,455,4,0,unknown,0
22077,32,blue-collar,married,secondary,no,557,no,no,cellular,feb,388,3,1,other,0
22078,52,services,divorced,secondary,no,1527,no,yes,cellular,nov,276,1,1,other,0
22079,46,services,married,secondary,no,244,no,no,cellular,aug,139,2,0,unknown,0
22080,23,admin.,single,secondary,no,589,yes,no,cellular,may,62,1,0,unknown,0
22081,39,blue-collar,single,secondary,no,4619,no,no,cellular,nov,104,1,0,unknown,0
22082,45,blue-collar,married,secondary,no,-149,yes,no,unknown,may,644,2,0,unknown,0
22083,39,technician,married,secondary,no,1385,yes,yes,telephone,jul,446,1,0,unknown,0
22084,55,management,married,tertiary,no,979,no,yes,cellular,jul,123,1,0,unknown,0
22085,30,services,single,tertiary,no,21,no,no,unknown,oct,4,1,0,unknown,0
22086,34,management,married,tertiary,no,2657,yes,no,cellular,aug,159,3,0,unknown,0
22087,48,technician,married,secondary,no,0,yes,yes,unknown,may,964,2,0,unknown,0
22088,37,blue-collar,married,primary,no,-196,yes,no,unknown,may,166,2,0,unknown,0
22089,56,retired,married,tertiary,no,5,no,no,cellular,jul,122,3,0,unknown,0
22090,60,technician,married,secondary,no,2041,no,no,telephone,jan,123,1,7,failure,0
22091,30,management,single,tertiary,no,499,yes,no,cellular,may,145,1,3,failure,0
22092,37,management,married,tertiary,no,1276,no,no,cellular,nov,146,1,2,success,1
22093,57,services,divorced,primary,no,362,no,no,unknown,jun,187,1,0,unknown,0
22094,83,retired,married,primary,no,425,no,no,telephone,feb,912,1,0,unknown,0
22095,35,management,married,tertiary,no,1582,no,no,telephone,jul,37,1,0,unknown,0
22096,33,technician,married,secondary,no,218,yes,yes,telephone,mar,169,4,0,unknown,0
22097,36,management,married,tertiary,no,806,yes,no,cellular,feb,106,2,1,failure,0
22098,31,technician,married,secondary,no,141,no,no,cellular,aug,110,2,0,unknown,0
22099,34,blue-collar,married,unknown,no,553,yes,no,unknown,jun,729,2,0,unknown,0
22100,50,management,married,tertiary,no,0,no,no,unknown,jun,117,3,0,unknown,0
22101,35,services,divorced,secondary,no,440,yes,no,unknown,jun,101,1,0,unknown,0
22102,47,management,divorced,tertiary,no,10399,yes,no,unknown,may,59,2,0,unknown,0
22103,56,blue-collar,married,secondary,no,25,yes,no,unknown,may,264,1,0,unknown,0
22104,35,management,single,tertiary,no,945,yes,no,cellular,jul,188,1,0,unknown,0
22105,42,unemployed,single,secondary,no,2613,yes,no,cellular,jul,174,6,0,unknown,0
22106,34,entrepreneur,married,unknown,no,-506,no,no,cellular,aug,19,16,0,unknown,0
22107,32,management,married,tertiary,no,1028,no,no,cellular,aug,183,1,0,unknown,0
22108,40,services,single,secondary,no,546,yes,no,unknown,jun,219,1,0,unknown,0
22109,31,services,married,secondary,no,447,no,no,cellular,jun,327,3,3,success,1
22110,51,blue-collar,married,primary,no,303,yes,no,unknown,jun,87,7,0,unknown,0
22111,26,services,single,secondary,no,0,yes,no,cellular,may,23,8,0,unknown,0
22112,63,retired,married,secondary,no,1612,no,no,telephone,feb,233,2,0,unknown,1
